0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3.0,157.0,1.0,2.0,0.012987012987012988,3.0,163.0,4.0,154.0,1.0,4.0,0.025974025974025976,1.0,0.2,0.0,70549.0,9867056.0,0.0,27636.0,0.0,9867056.0,45339.0,9867056.0,27636.0,0.0,64490.56209150327,70549.0,3.0,0.5865,0.5865,0.877,0.877
4.0,192.0,12.0,6.0,0.03529411764705882,4.0,227.0,34.0,170.0,1.0,16.0,0.09411764705882353,11.0,0.21052631578947367,20175.0,34148.0,30720752.0,20175.0,16497399.0,4512.25,30720752.0,0.0,30720752.0,16497399.0,5018.5,181779.5976331361,34148.0,2.0,0.15359230769230767,0.15359230769230767,0.24048571428571425,0.24048571428571425
4.0,144.0,6.0,10.0,0.08064516129032258,7.0,214.0,16.0,124.0,1.0,16.0,0.12903225806451613,26.0,0.3253012048192771,3504.5,119847.0,9740009.0,156.0,231355.0,98058.92857142857,9740009.0,681940.0,9740009.0,716113.0,103882.38888888889,79187.06504065041,119847.0,1.2,0.0049666666666666566,-0.03668750000000001,3.333333333332966e-05,3.333333333332966e-05
6.0,767.0,17.0,20.0,0.028409090909090908,6.0,1027.0,62.0,704.0,2.0,62.0,0.08806818181818182,21.0,0.07166123778501629,3707.1666666666665,25659.0,14592693.0,1307.8,338737.0,13784.426573426574,14592693.0,40102.0,14592693.0,122210.0,8017.5,20757.74253200569,25659.0,0.6,-0.10054615384615385,-0.06973636363636364,-0.32475,-0.3535
3.0,38.0,3.0,3.0,0.09375,6.0,113.0,17.0,32.0,1.0,8.0,0.25,24.0,0.30864197530864196,0.0,29794.0,758577.0,0.0,25471.0,40764.81081081081,758577.0,9485.0,193138.0,749092.0,62399.875,6230.258064516129,29794.0,0.4,-0.21627999999999997,-0.21627999999999997,-0.08970000000000002,-0.08970000000000002
5.0,54.0,2.0,1.0,0.021739130434782608,4.0,55.0,3.0,46.0,1.0,3.0,0.06521739130434782,0.0,0.1,46270.8,148212.0,1024460.0,46270.8,79552.0,15535.0,1024460.0,120615.0,1024460.0,32891.0,1868.0,22765.777777777777,148212.0,1.0,-0.022083333333333344,-0.06740000000000002,0.0,0.0
6.0,961.0,76.0,54.0,0.07848837209302326,9.0,1432.0,52.0,688.0,1.0,105.0,0.15261627906976744,224.0,0.30612244897959184,1294177.72,25728.0,30955902.0,87919.44444444444,5642997.0,298572.9102167183,30955902.0,406485.0,30757326.0,252542.0,26563.67088607595,44770.489082969434,25728.0,2.0793650793650795,0.20669218749999999,0.22206553672316384,0.2247923076923077,0.2247923076923077
6.0,323.0,94.0,12.0,0.10909090909090909,7.0,489.0,72.0,110.0,1.0,27.0,0.24545454545454545,40.0,0.1151685393258427,6435743.175438597,25393.0,53268569.0,8733669.452380951,12723057.0,49191.958333333336,53268569.0,0.0,53268569.0,124345.0,6501.108108108108,488702.46788990824,25393.0,0.7529411764705882,-0.0814945945945946,-0.09834690265486726,0.3182,0.3182
5.0,12.0,3.0,1.0,0.16666666666666666,6.0,28.0,13.0,6.0,1.0,1.0,0.16666666666666666,3.0,0.17391304347826086,150.5,50540.0,2606308.0,150.5,162302.0,34538.625,2606308.0,25150.0,2606308.0,162302.0,34538.625,521261.6,50540.0,1.3333333333333333,-0.08341999999999998,0.025000000000000005,-0.08341999999999998,0.025000000000000005
6.0,731.0,3.0,30.0,0.04457652303120357,5.0,826.0,14.0,673.0,1.0,66.0,0.09806835066864784,17.0,0.12244897959183673,32267.7,28115.0,157200349.0,99.0,101525.0,3547.5625,157200349.0,288039.0,157176516.0,228060.0,2940.909090909091,233893.625,28115.0,1.3529411764705883,0.07853589743589745,0.047008,0.0,0.0
5.0,272.0,15.0,18.0,0.08181818181818182,9.0,771.0,48.0,220.0,1.0,64.0,0.2909090909090909,121.0,0.22467771639042358,4156.666666666667,25288.0,1265830.0,124.0,1265630.0,17576.31718061674,1265830.0,200.0,1004168.0,72830.0,8896.90909090909,4585.24200913242,25288.0,0.5789473684210527,-0.10734137931034482,-0.12174642857142856,0.0,0.0
2.0,77.0,0.0,0.0,0.0,4.0,93.0,3.0,76.0,1.0,10.0,0.13157894736842105,4.0,0.29411764705882354,0.0,26014.0,339525.0,0.0,25229.0,144.0,339525.0,76956.0,339525.0,39764.0,144.0,4527.0,26014.0,0.0,0.0,0.0,0.0,0.0
3.0,44.0,5.0,2.0,0.05405405405405406,5.0,65.0,6.0,37.0,1.0,7.0,0.1891891891891892,4.0,0.1724137931034483,0.0,35078.0,733745.0,0.0,0.0,4467.555555555556,733745.0,112700.0,707170.0,44199.0,6522.0,19643.61111111111,35078.0,2.0,0.24222500000000002,0.24222500000000002,0.0,0.0
2.0,21.0,0.0,0.0,0.0,3.0,24.0,1.0,20.0,1.0,3.0,0.15,2.0,0.6,0.0,26102.0,155369.0,0.0,0.0,0.0,155369.0,486.0,155369.0,25616.0,0.0,8177.315789473684,26102.0,0.0,0.0,0.0,0.0,0.0
4.0,113.0,5.0,5.0,0.049019607843137254,6.0,151.0,10.0,102.0,1.0,12.0,0.11764705882352941,11.0,0.2553191489361702,760.0,28262.0,13777575.0,760.0,57692.0,4967.636363636364,13777575.0,92009.0,13777575.0,48755.0,702.25,136411.63366336634,28262.0,0.6666666666666666,-0.14440000000000006,-0.22524285714285716,-0.3595,-0.3595
6.0,434.0,5.0,18.0,0.046753246753246755,6.0,649.0,25.0,385.0,1.0,58.0,0.15064935064935064,50.0,0.2,1173.642857142857,29514.0,41203961.0,620.0,48359.0,14661.043956043955,41203961.0,14851.0,41203961.0,79617.0,11644.933333333332,107301.98177083333,29514.0,1.1176470588235294,0.01316285714285714,0.004965217391304341,0.19433999999999998,0.19433999999999998
3.0,89.0,3.0,5.0,0.06172839506172839,4.0,96.0,2.0,81.0,1.0,8.0,0.09876543209876543,1.0,0.125,0.0,25263.0,31525956.0,0.0,0.0,14348.0,31525956.0,0.0,31525956.0,40874.0,15284.0,394074.45,25263.0,1.25,0.09754285714285714,0.09754285714285714,0.0,0.0
3.0,88.0,5.0,7.0,0.10294117647058823,6.0,126.0,18.0,68.0,1.0,5.0,0.07352941176470588,2.0,0.05263157894736842,0.0,36409.0,34589247.0,0.0,1964926.0,49564.5,34589247.0,160772.0,34589247.0,221052.0,60953.25,516257.41791044775,36409.0,0.3333333333333333,-0.35471428571428565,-0.35471428571428565,0.0,0.0
6.0,228.0,8.0,15.0,0.07653061224489796,6.0,247.0,10.0,196.0,1.0,18.0,0.09183673469387756,15.0,0.32653061224489793,1651.3333333333333,26796.0,11951924.0,1651.3333333333333,33247.0,5779.555555555556,11951924.0,38796.0,11951924.0,33247.0,729.0,61291.91794871795,26796.0,1.1538461538461537,0.04201538461538461,-0.0047913043478261,0.13585714285714284,-0.06290000000000004
6.0,383.0,10.0,40.0,0.13513513513513514,10.0,548.0,15.0,296.0,1.0,49.0,0.16554054054054054,16.0,0.07112970711297072,4733.1,106940.0,35161636.0,3594.3333333333335,25465.0,3491.0666666666666,35161636.0,86231.0,35161636.0,70623.0,5929.315789473684,119191.98644067797,106940.0,0.9032258064516129,0.022063793103448276,0.002644444444444436,0.3387,0.3387
6.0,269.0,28.0,19.0,0.10555555555555556,8.0,569.0,72.0,180.0,1.0,39.0,0.21666666666666667,62.0,0.168,44288.0,66988.0,8659680.0,2770.5,326567.0,71751.79738562091,8659680.0,361811.0,8586179.0,1762365.0,175280.7931034483,47967.48044692737,66988.0,1.0666666666666667,-0.01833064516129032,-0.08141999999999999,0.010784374999999995,-0.08295000000000001
6.0,570.0,1.0,8.0,0.014519056261343012,6.0,619.0,11.0,551.0,1.0,29.0,0.05263157894736842,14.0,0.21739130434782608,29236.6,108510.0,88343651.0,2663.6666666666665,26383.0,44249.333333333336,88343651.0,77496322.0,88343651.0,339066.0,70877.71428571429,160624.82,108510.0,2.6666666666666665,0.4033555555555555,0.42025,0.0,0.0
6.0,431.0,8.0,24.0,0.0633245382585752,9.0,1057.0,62.0,379.0,1.0,78.0,0.20580474934036938,157.0,0.24648985959438377,21983.375,1640957.0,18652780.0,5248.25,56489.0,28152.26736111111,18652780.0,10965185.0,18572083.0,120808.0,18943.513157894737,49132.49470899471,1640957.0,2.1,0.27292758620689656,0.34799199999999997,0.8995,0.8995
2.0,2.0,0.0,0.0,0.0,3.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,25279.0,29451.0,0.0,29451.0,0.0,29451.0,0.0,0.0,29451.0,0.0,0.0,25279.0,0.0,0.0,0.0,0.0,0.0
4.0,87.0,4.0,6.0,0.08571428571428572,4.0,105.0,9.0,70.0,1.0,9.0,0.12857142857142856,3.0,0.11428571428571428,1498.3333333333333,32041.0,3931998.0,2023.0,126983.0,48346.066666666666,3931998.0,17346.0,3372014.0,73049.0,13053.0,48869.76811594203,32041.0,0.7142857142857143,-0.08185,-0.1189375,-0.10964999999999997,-0.10964999999999997
3.0,37.0,4.0,2.0,0.06896551724137931,4.0,37.0,5.0,29.0,1.0,2.0,0.06896551724137931,0.0,0.1111111111111111,0.0,310382.0,4964953.0,0.0,0.0,80.0,4964953.0,1609815.0,4964953.0,63855.0,80.0,177319.75,310382.0,1.3333333333333333,-0.015379999999999994,-0.015379999999999994,0.27276666666666666,0.27276666666666666
3.0,280.0,1.0,7.0,0.025735294117647058,3.0,299.0,5.0,272.0,1.0,15.0,0.05514705882352941,5.0,0.23076923076923078,0.0,26110.0,134116291.0,0.0,0.0,0.0,134116291.0,127690683.0,134089574.0,25264.0,0.0,494795.47601476015,26110.0,3.0,0.5799,0.5799,0.0,0.0
3.0,7.0,2.0,2.0,0.6666666666666666,3.0,6.0,2.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,110543.0,110569.0,0.0,109782.0,0.0,110569.0,787.0,7858.0,109782.0,0.0,3929.0,110543.0,2.0,0.6865,0.6865,0.0,0.0
6.0,660.0,10.0,18.0,0.029654036243822075,6.0,752.0,21.0,607.0,1.0,38.0,0.06260296540362438,44.0,0.3237410071942446,994.1875,944943.0,51856247.0,196.66666666666666,0.0,93050.60606060606,51856247.0,19041767.0,51748855.0,1045781.0,277114.63636363635,85394.1501650165,944943.0,0.7727272727272727,-0.14491081081081078,-0.15835416666666668,-0.06655555555555553,-0.12992499999999998
5.0,9.0,1.0,2.0,0.5,4.0,13.0,6.0,4.0,1.0,1.0,0.25,1.0,0.2,88.5,176160.0,202334.0,88.5,0.0,13457.5,202334.0,150717.0,150717.0,51617.0,13457.5,50239.0,176160.0,1.0,0.03579999999999999,-0.04745000000000002,0.3818,0.3818
3.0,662.0,1.0,6.0,0.00916030534351145,4.0,683.0,5.0,655.0,1.0,19.0,0.02900763358778626,5.0,0.20689655172413793,0.0,2667598.0,41065977.0,0.0,0.0,51.0,41065977.0,10595885.0,41065977.0,54020.0,51.0,62792.01376146789,2667598.0,0.75,-0.08204,-0.08204,0.0,0.0
6.0,121.0,6.0,3.0,0.031578947368421054,7.0,259.0,42.0,95.0,1.0,11.0,0.11578947368421053,8.0,0.05625,6607869.0,71071.0,54312623.0,7953484.0,52646038.0,5375623.870588236,54312623.0,110733.0,5079897.0,33643486.0,4104580.92,54041.45744680851,71071.0,0.08333333333333333,-0.4673454545454545,-0.37642,-0.4407,-0.4407
5.0,355.0,8.0,25.0,0.08143322475570032,7.0,556.0,84.0,307.0,1.0,40.0,0.13029315960912052,34.0,0.14522821576763487,9559.5,27848.0,27140422.0,337.5,25851.0,12096.672727272728,27140422.0,1970202.0,27069699.0,30090.0,1751.3333333333333,88463.06862745098,27848.0,1.4705882352941178,0.0888475,0.10393333333333332,0.1027,0.1027
6.0,1232.0,57.0,140.0,0.19390581717451524,14.0,1935.0,56.0,722.0,1.0,194.0,0.26869806094182824,340.0,0.2846410684474123,14655.280487804877,26196.0,30648172.0,1142.875,0.0,289671.6525096525,30648172.0,167165.0,30648172.0,7400204.0,716845.8493150685,42507.866851595005,26196.0,0.7263681592039801,-0.10110427350427352,-0.09541533333333334,-0.062325641025641025,-0.030489189189189185
6.0,473.0,8.0,27.0,0.07142857142857142,5.0,581.0,83.0,378.0,1.0,36.0,0.09523809523809523,18.0,0.09547738693467336,7836.5,27608.0,38735822.0,17326.166666666668,133306.0,7533.166666666667,38735822.0,2000462.0,38735822.0,133306.0,10969.5,102747.53846153847,27608.0,1.88,0.18610281690140842,0.21067843137254902,0.2906875,0.2839
2.0,14.0,0.0,0.0,0.0,4.0,23.0,5.0,13.0,1.0,2.0,0.15384615384615385,1.0,0.18181818181818182,0.0,27721.0,51273894.0,0.0,0.0,11115.0,51273894.0,2476.0,51273894.0,63186.0,11115.0,4272824.5,27721.0,0.0,0.0,0.0,0.0,0.0
2.0,27.0,0.0,0.0,0.0,4.0,34.0,2.0,26.0,1.0,3.0,0.11538461538461539,2.0,0.375,0.0,4413029.0,19440926.0,0.0,0.0,2007.5,19440926.0,4387753.0,19440926.0,26022.0,43.0,777637.04,4413029.0,0.0,0.0,0.0,0.0,0.0
6.0,929.0,13.0,53.0,0.0640096618357488,7.0,1333.0,54.0,828.0,1.0,72.0,0.08695652173913043,160.0,0.33402489626556015,41560.61111111111,25256.0,24833344.0,4804.666666666667,771964.0,16558.696202531646,24833344.0,23487.0,24833344.0,870637.0,30949.29411764706,30028.22732769045,25256.0,0.9,-0.016052702702702707,-0.06775166666666667,0.3182,0.3182
6.0,483.0,42.0,38.0,0.10704225352112676,8.0,743.0,32.0,355.0,1.0,76.0,0.2140845070422535,101.0,0.2649350649350649,54623.75,26731.0,36059485.0,159.0,0.0,117786.22602739726,36059485.0,11305203.0,27119780.0,344770.0,38432.57142857143,76609.54802259887,26731.0,1.5142857142857142,0.10586206896551723,0.10472763157894736,0.051505555555555575,0.0769774193548387
3.0,51.0,3.0,2.0,0.043478260869565216,5.0,63.0,5.0,46.0,1.0,3.0,0.06521739130434782,3.0,0.2222222222222222,0.0,137979707.0,290386095.0,0.0,1775377.0,11867.166666666666,290386095.0,137954492.0,290386095.0,1775377.0,20764.333333333332,6453024.333333333,137979707.0,1.0,-0.21669999999999998,-0.21669999999999998,-0.6597,-0.6597
6.0,98.0,14.0,5.0,0.14285714285714285,8.0,348.0,71.0,35.0,1.0,10.0,0.2857142857142857,81.0,0.2611464968152866,2992676.1,63411.0,24328223.0,4268763.857142857,689351.0,90534.84810126582,24328223.0,36701.0,24328223.0,689351.0,52142.32258064516,715535.9705882353,63411.0,5.0,0.42469782608695655,0.5051125000000001,0.4882388888888889,0.5013111111111112
5.0,328.0,38.0,13.0,0.05179282868525897,8.0,626.0,68.0,251.0,1.0,34.0,0.13545816733067728,102.0,0.27540106951871657,6534.5,8562672.0,31452006.0,1460.3333333333333,673695.0,142734.5243902439,31452006.0,19362449.0,31452006.0,1252396.0,61915.890410958906,125808.024,8562672.0,1.8,0.17749636363636362,0.14107499999999998,0.33824,0.33824
4.0,88.0,6.0,5.0,0.06756756756756757,7.0,218.0,25.0,74.0,1.0,15.0,0.20270270270270271,38.0,0.2746478873239437,2991.6666666666665,38302.0,1165493.0,2991.6666666666665,247264.0,12410.512195121952,1165493.0,90257.0,1139439.0,247264.0,15003.0625,15608.753424657534,38302.0,2.0,0.23712,0.0839285714285714,0.17332499999999998,-0.07942000000000005
6.0,169.0,3.0,9.0,0.05921052631578947,6.0,216.0,9.0,152.0,2.0,27.0,0.17763157894736842,8.0,0.15517241379310345,403.75,35186.0,8047211.0,403.75,0.0,5934.724137931034,8047211.0,40095.0,8047211.0,58825.0,9338.461538461539,53292.7880794702,35186.0,0.5714285714285714,-0.13549,-0.2708333333333333,0.4939,0.4939
6.0,1204.0,28.0,54.0,0.0509433962264151,7.0,1477.0,24.0,1060.0,1.0,145.0,0.13679245283018868,115.0,0.2907268170426065,6293.322580645161,25560.0,29692668.0,9116.0,41550.0,24510.98275862069,29692668.0,136620.0,29639985.0,41550.0,2704.1428571428573,27988.654390934844,25560.0,1.2222222222222223,0.07573775510204081,0.044628205128205124,0.07505,0.0
6.0,288.0,5.0,17.0,0.07053941908713693,5.0,294.0,8.0,241.0,1.0,17.0,0.07053941908713693,11.0,0.22641509433962265,16652.0,93703.0,19850990.0,824.8333333333334,46180.0,2831.5,19850990.0,189673.0,19850990.0,43118.0,2824.5,82712.45833333333,93703.0,0.7272727272727273,-0.060640540540540556,-0.06688888888888889,-0.027600000000000013,-0.027600000000000013
3.0,58.0,1.0,3.0,0.05555555555555555,6.0,132.0,19.0,54.0,1.0,10.0,0.18518518518518517,21.0,0.2857142857142857,0.0,30056.0,796680.0,0.0,0.0,31399.4,796680.0,20952.0,191747.0,716708.0,49330.294117647056,3617.867924528302,30056.0,1.0,-0.2597,-0.2597,0.0,0.0
6.0,996.0,31.0,58.0,0.08708708708708708,10.0,1218.0,35.0,666.0,1.0,76.0,0.11411411411411411,157.0,0.2947761194029851,60550.637681159424,31013.0,14709934.0,6454.0,0.0,63327.52671755725,14709934.0,275983.0,14709934.0,1416229.0,138824.46153846153,22120.2015037594,31013.0,0.7586206896551724,-0.06037951219512194,-0.1189158536585366,0.305825,0.2589
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.0,25230.0,56172.0,0.0,25230.0,0.0,56172.0,0.0,56172.0,25230.0,0.0,56172.0,25230.0,0.0,0.0,0.0,0.0,0.0
6.0,6196.0,181.0,324.0,0.06335549472037544,9.0,6446.0,66.0,5114.0,1.0,370.0,0.07235041063746578,221.0,0.18484596169858453,12165.311392405063,27947934.0,196242744.0,229.66666666666666,91971.0,28614.103746397694,196242744.0,179339953.0,196242744.0,129244.0,8705.189873417721,38381.13514570702,27947934.0,1.3138075313807531,0.07721932021466905,0.029689473684210523,0.13903125,0.1285666666666667
3.0,82.0,1.0,2.0,0.02531645569620253,3.0,83.0,1.0,79.0,1.0,3.0,0.0379746835443038,0.0,0.25,0.0,139353.0,16979188.0,0.0,0.0,0.0,16979188.0,112507.0,16979188.0,26846.0,0.0,217681.89743589744,139353.0,2.0,0.2263,0.2263,0.0,0.0
2.0,103.0,0.0,0.0,0.0,3.0,106.0,1.0,102.0,1.0,3.0,0.029411764705882353,0.0,0.2,0.0,48201.0,24474235.0,0.0,0.0,0.0,24474235.0,22955.0,24474235.0,25440.0,0.0,242319.15841584158,48201.0,0.0,0.0,0.0,0.0,0.0
5.0,68.0,10.0,5.0,0.125,5.0,77.0,18.0,40.0,1.0,7.0,0.175,11.0,0.3157894736842105,3591765.5555555555,79272.0,6573188.0,757.5,37577.0,24437.5,6573188.0,103513.0,6573188.0,138042.0,34553.71428571428,168543.28205128206,79272.0,0.6666666666666666,-0.11611111111111112,-0.1819833333333333,-0.05306999999999999,-0.008485714285714287
6.0,128.0,7.0,9.0,0.09278350515463918,9.0,427.0,38.0,97.0,1.0,21.0,0.21649484536082475,86.0,0.2727272727272727,8003.333333333333,53933.0,29430129.0,10862.75,3698268.0,70731.38797814208,29430129.0,585736.0,29430129.0,875826.0,20431.558823529413,306563.84375,53933.0,2.6666666666666665,0.27244500000000005,0.2614705882352941,0.287725,0.287725
6.0,1028.0,134.0,62.0,0.1054421768707483,10.0,1814.0,50.0,588.0,1.0,153.0,0.2602040816326531,293.0,0.24317617866004962,31954.363636363636,61923.0,2889307.0,36561.8,372729.0,32581.043557168785,2889307.0,171374.0,1216404.0,173525.0,13992.815789473685,2072.2385008517886,61923.0,0.7764705882352941,-0.08110365448504983,-0.06792274881516588,-0.03426000000000003,-0.13885000000000003
3.0,46.0,2.0,4.0,0.1,4.0,76.0,24.0,40.0,1.0,4.0,0.1,19.0,0.5882352941176471,0.0,44955.0,10431675.0,0.0,273793.0,172.0,10431675.0,19747.0,10431675.0,111414.0,20.0,267478.8461538461,44955.0,2.0,0.5994,0.5994,0.0,0.0
6.0,198.0,5.0,12.0,0.07058823529411765,6.0,194.0,3.0,170.0,3.0,11.0,0.06470588235294118,2.0,0.12,18689.714285714286,47133.0,18948155.0,41891.0,0.0,8468.875,18948155.0,175584.0,18948155.0,74182.0,13692.666666666666,112119.26035502959,47133.0,0.25,-0.4714722222222222,-0.45785000000000003,0.0,0.0
3.0,6.0,2.0,1.0,0.3333333333333333,3.0,11.0,7.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.125,0.0,2459859.0,2480773.0,0.0,46271.0,0.0,2480773.0,2434502.0,2434502.0,46271.0,0.0,1217251.0,2459859.0,0.5,-0.4767,-0.4767,-0.4767,-0.4767
3.0,36.0,1.0,3.0,0.09375,6.0,94.0,12.0,32.0,2.0,9.0,0.28125,14.0,0.24193548387096775,0.0,38000.0,2491587.0,0.0,143288.0,13827.818181818182,2491587.0,39619.0,2465291.0,143288.0,19105.956521739132,79525.51612903226,38000.0,2.0,0.4019,0.4019,0.4019,0.4019
6.0,1400.0,138.0,68.0,0.09054593874833555,9.0,1696.0,72.0,751.0,1.0,142.0,0.18908122503328895,196.0,0.22109988776655443,18058.55,26255.0,12504528.0,1969.0,0.0,18747.7421875,12504528.0,32766.0,12504528.0,89915.0,9056.45652173913,16672.704,26255.0,0.6376306620209059,-0.10702866108786611,-0.09939479768786127,-0.19121666666666667,-0.19121666666666667
4.0,159.0,3.0,17.0,0.13178294573643412,5.0,179.0,4.0,129.0,1.0,22.0,0.17054263565891473,10.0,0.22448979591836735,1975.0,25268.0,44156352.0,1975.0,26615.0,859.4,44156352.0,23264923.0,44156352.0,28150.0,1325.5,344971.5,25268.0,6.0,0.31698947368421054,0.36965555555555557,0.0,0.0
3.0,18.0,6.0,1.0,0.09090909090909091,6.0,40.0,15.0,11.0,1.0,2.0,0.18181818181818182,8.0,0.3,0.0,3216443.0,3886544.0,0.0,42947.0,6933.181818181818,3886544.0,3191185.0,3812445.0,42947.0,3433.625,381244.5,3216443.0,1.0,0.027550000000000005,0.027550000000000005,0.027550000000000005,0.027550000000000005
4.0,220.0,6.0,15.0,0.08152173913043478,5.0,230.0,6.0,184.0,1.0,21.0,0.11413043478260869,14.0,0.32608695652173914,4413.5,42270.0,11240172.0,13151.0,0.0,44598.181818181816,11240172.0,568815.0,11240172.0,44309.0,9413.0,61421.70491803279,42270.0,1.125,-0.009060000000000006,0.07839230769230768,0.0,0.0
6.0,184.0,23.0,14.0,0.1320754716981132,9.0,238.0,20.0,106.0,1.0,12.0,0.11320754716981132,27.0,0.22950819672131148,42419.1,26241.0,1028912.0,28171.8,35365.0,47698.5,1028912.0,148074.0,1028912.0,734680.0,54824.6875,9799.161904761904,26241.0,0.6363636363636364,-0.05777407407407406,-0.09935263157894737,0.012573684210526327,-0.05069333333333332
