0,1,2,3,4,5,6,7,8,9,10,11,12,13
2.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,1.0,1.0,0.2,0.0,0.3333333333333333
4.0,1203.0,3.0,24.0,0.020477815699658702,6.0,1280.0,8.0,1172.0,1.0,48.0,0.040955631399317405,21.0,0.22448979591836735
6.0,269.0,28.0,19.0,0.10555555555555556,8.0,569.0,72.0,180.0,1.0,39.0,0.21666666666666667,62.0,0.168
6.0,731.0,3.0,30.0,0.04457652303120357,5.0,826.0,14.0,673.0,1.0,66.0,0.09806835066864784,17.0,0.12244897959183673
6.0,1095.0,32.0,77.0,0.09935483870967741,12.0,2007.0,67.0,775.0,1.0,160.0,0.2064516129032258,301.0,0.24896949711459193
6.0,434.0,5.0,18.0,0.046753246753246755,6.0,649.0,25.0,385.0,1.0,58.0,0.15064935064935064,50.0,0.2
3.0,40.0,1.0,2.0,0.05405405405405406,4.0,59.0,16.0,37.0,1.0,5.0,0.13513513513513514,14.0,0.6521739130434783
5.0,35.0,9.0,2.0,0.1,5.0,40.0,5.0,20.0,3.0,6.0,0.3,0.0,0.047619047619047616
6.0,1746.0,135.0,119.0,0.11632453567937438,11.0,2934.0,73.0,1023.0,1.0,235.0,0.22971652003910067,514.0,0.27148128624143386
3.0,97.0,1.0,3.0,0.03225806451612903,3.0,96.0,1.0,93.0,1.0,2.0,0.021505376344086023,1.0,0.5
6.0,288.0,5.0,17.0,0.07053941908713693,5.0,294.0,8.0,241.0,1.0,17.0,0.07053941908713693,11.0,0.22641509433962265
2.0,44.0,0.0,0.0,0.0,3.0,49.0,1.0,43.0,1.0,5.0,0.11627906976744186,1.0,0.2857142857142857
5.0,365.0,5.0,6.0,0.017191977077363897,4.0,360.0,4.0,349.0,1.0,4.0,0.011461318051575931,1.0,0.18181818181818182
3.0,13.0,2.0,2.0,0.2222222222222222,4.0,18.0,3.0,9.0,1.0,3.0,0.3333333333333333,0.0,0.1111111111111111
3.0,46.0,2.0,4.0,0.1,4.0,76.0,24.0,40.0,1.0,4.0,0.1,19.0,0.5882352941176471
6.0,214.0,30.0,12.0,0.096,6.0,345.0,54.0,125.0,1.0,12.0,0.096,50.0,0.2318181818181818
3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
6.0,1232.0,4.0,34.0,0.029159519725557463,7.0,1410.0,13.0,1166.0,1.0,92.0,0.07890222984562607,38.0,0.17105263157894737
6.0,714.0,24.0,69.0,0.15753424657534246,9.0,1248.0,44.0,438.0,1.0,103.0,0.23515981735159816,180.0,0.22681704260651628
6.0,746.0,145.0,24.0,0.06666666666666667,10.0,1045.0,45.0,360.0,1.0,77.0,0.21388888888888888,72.0,0.1130030959752322
6.0,42.0,1.0,4.0,0.12121212121212122,4.0,45.0,2.0,33.0,1.0,7.0,0.21212121212121213,5.0,0.5
6.0,1232.0,57.0,140.0,0.19390581717451524,14.0,1935.0,56.0,722.0,1.0,194.0,0.26869806094182824,340.0,0.2846410684474123
4.0,87.0,4.0,6.0,0.08571428571428572,4.0,105.0,9.0,70.0,1.0,9.0,0.12857142857142856,3.0,0.11428571428571428
4.0,113.0,5.0,5.0,0.049019607843137254,6.0,151.0,10.0,102.0,1.0,12.0,0.11764705882352941,11.0,0.2553191489361702
3.0,157.0,1.0,2.0,0.012987012987012988,3.0,163.0,4.0,154.0,1.0,4.0,0.025974025974025976,1.0,0.2
5.0,552.0,18.0,27.0,0.057692307692307696,6.0,673.0,22.0,468.0,1.0,52.0,0.1111111111111111,48.0,0.2552083333333333
3.0,69.0,4.0,1.0,0.015625,4.0,75.0,6.0,64.0,1.0,4.0,0.0625,0.0,0.08333333333333333
5.0,58.0,5.0,5.0,0.1111111111111111,4.0,53.0,2.0,45.0,1.0,5.0,0.1111111111111111,2.0,0.3333333333333333
4.0,136.0,14.0,6.0,0.05825242718446602,5.0,146.0,10.0,103.0,1.0,11.0,0.10679611650485436,8.0,0.21428571428571427
3.0,17.0,1.0,1.0,0.06666666666666667,2.0,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.5
6.0,184.0,28.0,8.0,0.06060606060606061,6.0,257.0,75.0,132.0,1.0,17.0,0.12878787878787878,16.0,0.1349206349206349
6.0,363.0,65.0,24.0,0.10084033613445378,7.0,437.0,39.0,238.0,1.0,31.0,0.13025210084033614,33.0,0.18181818181818182
5.0,9.0,1.0,1.0,0.2,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5
3.0,19.0,12.0,2.0,0.4,7.0,82.0,17.0,5.0,2.0,2.0,0.4,21.0,0.28205128205128205
6.0,1209.0,68.0,71.0,0.09208819714656291,9.0,2144.0,56.0,771.0,1.0,161.0,0.20881971465629054,386.0,0.2851879145173176
6.0,544.0,6.0,18.0,0.03536345776031434,6.0,630.0,9.0,509.0,1.0,43.0,0.08447937131630648,17.0,0.1487603305785124
6.0,227.0,18.0,12.0,0.07272727272727272,5.0,387.0,71.0,165.0,1.0,27.0,0.16363636363636364,17.0,0.08108108108108109
6.0,1186.0,20.0,52.0,0.050980392156862744,9.0,2012.0,37.0,1020.0,1.0,179.0,0.17549019607843136,322.0,0.3282520325203252
4.0,192.0,12.0,6.0,0.03529411764705882,4.0,227.0,34.0,170.0,1.0,16.0,0.09411764705882353,11.0,0.21052631578947367
6.0,2726.0,204.0,99.0,0.12975098296199214,10.0,2165.0,69.0,763.0,1.0,123.0,0.16120576671035386,123.0,0.09309309309309309
6.0,762.0,34.0,56.0,0.09773123909249563,8.0,1295.0,31.0,573.0,1.0,117.0,0.20418848167539266,189.0,0.2649930264993027
3.0,116.0,3.0,5.0,0.047619047619047616,5.0,191.0,12.0,105.0,1.0,21.0,0.2,18.0,0.2289156626506024
3.0,7.0,2.0,2.0,0.6666666666666666,3.0,6.0,2.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.5
4.0,141.0,4.0,10.0,0.08333333333333333,8.0,432.0,32.0,120.0,2.0,33.0,0.275,17.0,0.06315789473684211
6.0,639.0,56.0,27.0,0.054,8.0,814.0,58.0,500.0,1.0,41.0,0.082,63.0,0.20317460317460317
6.0,1231.0,25.0,79.0,0.0771484375,9.0,2435.0,52.0,1024.0,1.0,180.0,0.17578125,249.0,0.17806267806267806
4.0,54.0,2.0,5.0,0.1111111111111111,4.0,68.0,5.0,45.0,1.0,9.0,0.2,6.0,0.2916666666666667
4.0,281.0,4.0,8.0,0.03018867924528302,3.0,293.0,2.0,265.0,1.0,26.0,0.09811320754716982,1.0,0.07142857142857142
5.0,127.0,12.0,7.0,0.06796116504854369,3.0,114.0,6.0,103.0,1.0,5.0,0.04854368932038835,3.0,0.3333333333333333
6.0,461.0,77.0,25.0,0.07886435331230283,5.0,513.0,81.0,317.0,1.0,37.0,0.1167192429022082,42.0,0.22631578947368422
6.0,572.0,16.0,40.0,0.08968609865470852,5.0,644.0,52.0,446.0,1.0,43.0,0.09641255605381166,31.0,0.16580310880829016
4.0,97.0,19.0,4.0,0.07017543859649122,7.0,262.0,58.0,57.0,1.0,7.0,0.12280701754385964,50.0,0.2602040816326531
2.0,103.0,0.0,0.0,0.0,3.0,106.0,1.0,102.0,1.0,3.0,0.029411764705882353,0.0,0.2
10.0,1762.0,40.0,233.0,0.22933070866141733,7.0,1457.0,51.0,1016.0,1.0,138.0,0.13582677165354332,64.0,0.14942528735632185
3.0,23.0,1.0,1.0,0.047619047619047616,3.0,26.0,2.0,21.0,1.0,2.0,0.09523809523809523,1.0,0.3333333333333333
3.0,18.0,1.0,3.0,0.21428571428571427,5.0,26.0,3.0,14.0,1.0,5.0,0.35714285714285715,3.0,0.3076923076923077
6.0,1015.0,171.0,43.0,0.07214765100671142,7.0,1010.0,75.0,596.0,1.0,52.0,0.087248322147651,75.0,0.18446601941747573
4.0,522.0,8.0,18.0,0.037037037037037035,6.0,729.0,18.0,486.0,1.0,46.0,0.09465020576131687,28.0,0.125
6.0,211.0,9.0,17.0,0.10759493670886076,4.0,188.0,9.0,158.0,1.0,12.0,0.0759493670886076,3.0,0.12903225806451613
6.0,767.0,17.0,20.0,0.028409090909090908,6.0,1027.0,62.0,704.0,2.0,62.0,0.08806818181818182,21.0,0.07166123778501629
3.0,29.0,3.0,4.0,0.18181818181818182,5.0,37.0,6.0,22.0,1.0,3.0,0.13636363636363635,2.0,0.1875
3.0,36.0,1.0,1.0,0.029411764705882353,5.0,58.0,8.0,34.0,1.0,6.0,0.17647058823529413,7.0,0.36363636363636365
2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333
4.0,106.0,20.0,6.0,0.08450704225352113,7.0,247.0,67.0,71.0,1.0,23.0,0.323943661971831,7.0,0.047337278106508875
3.0,101.0,1.0,1.0,0.010101010101010102,3.0,103.0,1.0,99.0,1.0,3.0,0.030303030303030304,0.0,0.2
6.0,684.0,15.0,29.0,0.04873949579831933,10.0,1011.0,39.0,595.0,1.0,75.0,0.12605042016806722,100.0,0.24396135265700483
2.0,14.0,0.0,0.0,0.0,4.0,23.0,5.0,13.0,1.0,2.0,0.15384615384615385,1.0,0.18181818181818182
3.0,10.0,1.0,1.0,0.125,5.0,38.0,13.0,8.0,1.0,3.0,0.375,1.0,0.07142857142857142
6.0,554.0,102.0,26.0,0.10569105691056911,10.0,964.0,62.0,246.0,1.0,93.0,0.3780487804878049,175.0,0.2558139534883721
4.0,220.0,6.0,15.0,0.08152173913043478,5.0,230.0,6.0,184.0,1.0,21.0,0.11413043478260869,14.0,0.32608695652173914
3.0,103.0,4.0,27.0,0.4426229508196721,3.0,67.0,1.0,61.0,1.0,5.0,0.08196721311475409,1.0,0.3333333333333333
5.0,54.0,2.0,1.0,0.021739130434782608,4.0,55.0,3.0,46.0,1.0,3.0,0.06521739130434782,0.0,0.1
5.0,274.0,14.0,11.0,0.046413502109704644,4.0,262.0,6.0,237.0,1.0,14.0,0.05907172995780591,8.0,0.375
6.0,98.0,14.0,5.0,0.14285714285714285,8.0,348.0,71.0,35.0,1.0,10.0,0.2857142857142857,81.0,0.2611464968152866
3.0,7.0,2.0,1.0,0.25,4.0,24.0,17.0,4.0,1.0,1.0,0.25,0.0,0.05
5.0,435.0,6.0,8.0,0.019230769230769232,5.0,500.0,21.0,416.0,1.0,23.0,0.055288461538461536,11.0,0.14457831325301204
4.0,57.0,3.0,6.0,0.13636363636363635,6.0,98.0,10.0,44.0,1.0,14.0,0.3181818181818182,5.0,0.11320754716981132
4.0,19.0,1.0,1.0,0.0625,3.0,20.0,1.0,16.0,1.0,3.0,0.1875,1.0,0.4
6.0,97.0,2.0,4.0,0.045454545454545456,5.0,101.0,5.0,88.0,1.0,3.0,0.03409090909090909,6.0,0.5
3.0,89.0,3.0,5.0,0.06172839506172839,4.0,96.0,2.0,81.0,1.0,8.0,0.09876543209876543,1.0,0.125
6.0,226.0,8.0,24.0,0.15286624203821655,9.0,616.0,27.0,157.0,1.0,49.0,0.31210191082802546,122.0,0.2727272727272727
4.0,196.0,37.0,21.0,0.16535433070866143,8.0,303.0,45.0,127.0,1.0,26.0,0.2047244094488189,36.0,0.21264367816091953
3.0,6.0,1.0,1.0,0.25,3.0,8.0,3.0,4.0,1.0,1.0,0.25,1.0,0.4
6.0,101.0,3.0,9.0,0.11392405063291139,4.0,109.0,17.0,79.0,1.0,9.0,0.11392405063291139,0.0,0.034482758620689655
6.0,502.0,39.0,20.0,0.05291005291005291,11.0,1114.0,63.0,378.0,1.0,90.0,0.23809523809523808,197.0,0.27385892116182575
5.0,146.0,3.0,12.0,0.09836065573770492,5.0,169.0,6.0,122.0,1.0,19.0,0.1557377049180328,12.0,0.2765957446808511
6.0,936.0,44.0,55.0,0.0837138508371385,9.0,2484.0,62.0,657.0,1.0,174.0,0.2648401826484018,460.0,0.2616345062429058
6.0,444.0,86.0,11.0,0.04247104247104247,9.0,434.0,45.0,259.0,1.0,31.0,0.11969111969111969,36.0,0.21022727272727273
6.0,27.0,4.0,4.0,0.4444444444444444,4.0,99.0,31.0,9.0,1.0,4.0,0.4444444444444444,0.0,0.01098901098901099
3.0,280.0,1.0,7.0,0.025735294117647058,3.0,299.0,5.0,272.0,1.0,15.0,0.05514705882352941,5.0,0.23076923076923078
3.0,29.0,1.0,1.0,0.037037037037037035,3.0,29.0,1.0,27.0,1.0,1.0,0.037037037037037035,0.0,0.3333333333333333
3.0,82.0,1.0,2.0,0.02531645569620253,3.0,83.0,1.0,79.0,1.0,3.0,0.0379746835443038,0.0,0.25
6.0,383.0,10.0,40.0,0.13513513513513514,10.0,548.0,15.0,296.0,1.0,49.0,0.16554054054054054,16.0,0.07112970711297072
2.0,33.0,0.0,0.0,0.0,3.0,34.0,1.0,32.0,1.0,1.0,0.03125,0.0,0.3333333333333333
4.0,200.0,2.0,12.0,0.06629834254143646,5.0,292.0,11.0,181.0,1.0,35.0,0.19337016574585636,28.0,0.2636363636363636
3.0,33.0,1.0,1.0,0.03225806451612903,3.0,39.0,7.0,31.0,1.0,1.0,0.03225806451612903,0.0,0.125
3.0,17.0,1.0,1.0,0.06666666666666667,3.0,24.0,5.0,15.0,1.0,3.0,0.2,1.0,0.2
6.0,570.0,1.0,8.0,0.014519056261343012,6.0,619.0,11.0,551.0,1.0,29.0,0.05263157894736842,14.0,0.21739130434782608
6.0,711.0,200.0,4.0,0.042105263157894736,8.0,361.0,84.0,95.0,1.0,10.0,0.10526315789473684,37.0,0.15079365079365079
6.0,879.0,27.0,81.0,0.1323529411764706,7.0,1402.0,74.0,612.0,1.0,111.0,0.18137254901960784,139.0,0.18041237113402062
4.0,623.0,1.0,6.0,0.00975609756097561,4.0,641.0,3.0,615.0,1.0,13.0,0.02113821138211382,6.0,0.2692307692307692
6.0,1164.0,41.0,63.0,0.06915477497255763,9.0,2003.0,64.0,911.0,1.0,184.0,0.20197585071350166,296.0,0.2752548656163114
5.0,328.0,38.0,13.0,0.05179282868525897,8.0,626.0,68.0,251.0,1.0,34.0,0.13545816733067728,102.0,0.27540106951871657
2.0,11.0,0.0,0.0,0.0,3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.3333333333333333
6.0,121.0,6.0,3.0,0.031578947368421054,7.0,259.0,42.0,95.0,1.0,11.0,0.11578947368421053,8.0,0.05625
6.0,537.0,178.0,24.0,0.13714285714285715,7.0,578.0,55.0,175.0,1.0,50.0,0.2857142857142857,105.0,0.2760416666666667
3.0,37.0,1.0,2.0,0.058823529411764705,5.0,93.0,15.0,34.0,1.0,12.0,0.35294117647058826,10.0,0.19298245614035087
6.0,454.0,105.0,24.0,0.13259668508287292,8.0,642.0,53.0,181.0,1.0,38.0,0.20994475138121546,108.0,0.23956043956043957
3.0,20.0,1.0,1.0,0.05555555555555555,4.0,27.0,3.0,18.0,1.0,3.0,0.16666666666666666,0.0,0.1
3.0,44.0,5.0,2.0,0.05405405405405406,5.0,65.0,6.0,37.0,1.0,7.0,0.1891891891891892,4.0,0.1724137931034483
4.0,81.0,9.0,4.0,0.06666666666666667,10.0,293.0,32.0,60.0,1.0,11.0,0.18333333333333332,76.0,0.35648148148148145
6.0,690.0,26.0,30.0,0.0546448087431694,10.0,1086.0,61.0,549.0,1.0,90.0,0.16393442622950818,60.0,0.11753371868978806
6.0,1701.0,172.0,83.0,0.2832764505119454,9.0,2462.0,56.0,293.0,1.0,77.0,0.2627986348122867,539.0,0.25257249766136575
2.0,27.0,0.0,0.0,0.0,4.0,34.0,2.0,26.0,1.0,3.0,0.11538461538461539,2.0,0.375
6.0,42.0,3.0,3.0,0.09090909090909091,5.0,55.0,13.0,33.0,1.0,2.0,0.06060606060606061,4.0,0.25
