0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3.0,9.0,1.0,7.0,1.0,1.0,0.14285714285714285,0.0,0.5,0.0,11202782.0,11176940.0,11176940.0,25842.0,0.0,1862823.3333333333,11202782.0
3.0,13.0,1.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5,0.0,79178.0,52745.0,52745.0,26433.0,0.0,5274.5,79178.0
9.0,4884.0,79.0,2013.0,1.0,241.0,0.11972180824639841,0.0,0.5,52866.60700389105,9587031.0,85340.0,5966845.0,2052565.0,46486.0,2965.628727634195,31764.0
3.0,9.0,1.0,6.0,1.0,2.0,0.3333333333333333,0.0,0.5,0.0,247492.0,0.0,247492.0,114033.0,0.0,49498.4,30656.0
3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5,0.0,651110.0,0.0,651110.0,26301.0,0.0,72345.55555555556,26301.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,52077.0,26838.0,26838.0,25239.0,0.0,26838.0,52077.0
3.0,14.0,2.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5,0.0,2280073.0,0.0,2280073.0,25217.0,0.0,285009.125,25210.0
3.0,14.0,1.0,12.0,1.0,1.0,0.08333333333333333,0.0,0.5,0.0,157959.0,30900.0,157959.0,25401.0,0.0,14359.90909090909,56301.0
6.0,153.0,8.0,129.0,1.0,5.0,0.03875968992248062,0.0,0.5,287.875,241541321.0,202205880.0,241541321.0,82127.0,437.6,1887041.5703125,47394725.0
5.0,147.0,2.0,134.0,1.0,8.0,0.05970149253731343,0.0,0.5,1548.0,473633.0,0.0,473633.0,28491.0,1548.0,3561.1503759398497,25395.0
3.0,22.0,1.0,19.0,1.0,2.0,0.10526315789473684,0.0,0.5,0.0,47501488.0,16923694.0,47501488.0,33569.0,0.0,2638971.5555555555,16948929.0
3.0,83.0,1.0,81.0,1.0,1.0,0.012345679012345678,0.0,0.5,0.0,129337971.0,254.0,129337971.0,25483.0,0.0,1616724.6375,25737.0
3.0,30.0,2.0,26.0,1.0,2.0,0.07692307692307693,0.0,0.5,0.0,263579.0,0.0,263579.0,50061.0,0.0,10543.16,27429.0
4.0,27.0,5.0,14.0,1.0,5.0,0.35714285714285715,0.0,0.5,28448.0,146275366.0,146087301.0,146275366.0,116825.0,28448.0,11251951.23076923,146114594.0
3.0,69.0,2.0,60.0,1.0,7.0,0.11666666666666667,0.0,0.5,0.0,236849886.0,108930368.0,236849886.0,26947.0,0.0,4014404.8474576273,25193727.0
3.0,38.0,1.0,36.0,1.0,1.0,0.027777777777777776,0.0,0.5,0.0,476921.0,429413.0,429413.0,47508.0,0.0,12268.942857142858,476921.0
5.0,1403.0,83.0,1000.0,1.0,40.0,0.04,0.0,0.5,24966.37837837838,85642566.0,73058311.0,82710554.0,224660.0,15817.733333333334,82793.34734734734,1539036.0
3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5,0.0,85013.0,40013.0,85013.0,25373.0,0.0,9445.888888888889,65386.0
6.0,364.0,64.0,128.0,1.0,22.0,0.171875,0.0,0.5,17133.842105263157,112413595.0,62219510.0,112413595.0,2871730.0,15205.333333333334,885146.4173228346,25220.0
3.0,27.0,10.0,15.0,1.0,2.0,0.13333333333333333,0.0,0.5,0.0,623627.0,2365.0,623627.0,51930.0,0.0,44544.78571428572,27674.0
2.0,46.0,0.0,45.0,0.0,0.0,0.0,0.0,0.5,0.0,68385216.0,0.0,68385216.0,0.0,0.0,1554209.4545454546,0.0
3.0,6.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.0,902137.0,50912.0,50912.0,851225.0,0.0,25456.0,76307.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,112170.0,0.0,73777.0,112170.0,0.0,73777.0,112170.0
3.0,23.0,1.0,19.0,1.0,3.0,0.15789473684210525,0.0,0.5,0.0,3475794.0,293.0,2573130.0,85842.0,0.0,142951.66666666666,86135.0
3.0,29.0,7.0,18.0,1.0,3.0,0.16666666666666666,0.0,0.5,0.0,133955.0,564.0,133955.0,75444.0,0.0,7879.705882352941,25229.0
3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5,0.0,27076906.0,27021038.0,27021038.0,55868.0,0.0,3377629.75,27076906.0
3.0,42.0,1.0,38.0,1.0,3.0,0.07894736842105263,0.0,0.5,0.0,2279672.0,16196.0,2261731.0,27162.0,0.0,61127.86486486487,41828.0
3.0,46.0,6.0,31.0,1.0,4.0,0.12903225806451613,0.0,0.5,0.0,6729370.0,185871.0,6729370.0,93023.0,0.0,224312.33333333334,41801.0
3.0,77.0,2.0,73.0,1.0,2.0,0.0273972602739726,0.0,0.5,0.0,655094.0,101917.0,655094.0,26542.0,0.0,9098.527777777777,127133.0
7.0,1040.0,57.0,514.0,1.0,72.0,0.14007782101167315,0.0,0.5,17850.82608695652,6496996.0,344590.0,3797986.0,21984.0,0.0,7403.481481481482,48238.0
3.0,15.0,1.0,12.0,1.0,2.0,0.16666666666666666,0.0,0.5,0.0,381469.0,16686.0,31327.0,364783.0,0.0,2847.909090909091,63457.0
4.0,106.0,4.0,89.0,1.0,9.0,0.10112359550561797,0.0,0.5,125152.66666666667,208444114.0,207244800.0,208444114.0,46646.0,7325.5,2368683.1136363638,25583.0
3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5,0.0,185964.0,24601.0,185964.0,25226.0,0.0,26566.285714285714,49827.0
3.0,173.0,9.0,148.0,1.0,11.0,0.07432432432432433,0.0,0.5,0.0,26227144.0,20565796.0,23622332.0,62434.0,0.0,160696.13605442178,68768.0
3.0,25.0,2.0,19.0,1.0,3.0,0.15789473684210525,0.0,0.5,0.0,2372884.0,8864.0,2372884.0,28363.0,0.0,131826.88888888888,34471.0
5.0,40.0,12.0,15.0,1.0,3.0,0.2,0.0,0.5,2370.777777777778,86458.0,0.0,60846.0,34352.0,2370.777777777778,4346.142857142857,25221.0
4.0,51.0,4.0,44.0,1.0,2.0,0.045454545454545456,0.0,0.5,1465.0,745758.0,683609.0,745758.0,34186.0,1465.0,17343.20930232558,39119.0
3.0,12.0,3.0,5.0,1.0,4.0,0.8,0.0,0.5,0.0,101848.0,20914.0,56027.0,25325.0,0.0,14006.75,25325.0
4.0,58.0,15.0,36.0,1.0,2.0,0.05555555555555555,0.0,0.5,14615.8,297580.0,221.0,297580.0,74282.0,14615.8,8502.285714285714,25505.0
3.0,15.0,1.0,13.0,1.0,1.0,0.07692307692307693,0.0,0.5,0.0,352017.0,13515.0,352017.0,26536.0,0.0,29334.75,40051.0
2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,46500.0,0.0,46500.0,0.0,0.0,9300.0,0.0
3.0,258.0,7.0,240.0,1.0,8.0,0.03333333333333333,0.0,0.5,0.0,293325111.0,138657810.0,293325111.0,51763.0,0.0,1227301.719665272,138683237.0
3.0,16.0,1.0,12.0,1.0,3.0,0.25,0.0,0.5,0.0,13682393.0,8426.0,13682393.0,63623.0,0.0,1243853.9090909092,46814.0
5.0,201.0,23.0,123.0,1.0,15.0,0.12195121951219512,0.0,0.5,1927.888888888889,125456074.0,34841398.0,125456074.0,75502.0,2130.6666666666665,1028328.475409836,25934.0
3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5,0.0,1047451.0,0.0,1047451.0,25209.0,0.0,149635.85714285713,25209.0
10.0,1609.0,88.0,1014.0,1.0,114.0,0.11242603550295859,0.0,0.5,38191.53614457831,7987829.0,1027301.0,7073932.0,143922.0,16825.6511627907,6983.1510365251725,25458.0
4.0,35.0,10.0,22.0,1.0,2.0,0.09090909090909091,0.0,0.5,56.0,8865709.0,63747.0,8865709.0,117265.0,56.0,422176.61904761905,30364.0
3.0,31.0,11.0,19.0,1.0,1.0,0.05263157894736842,0.0,0.5,0.0,20989790.0,1856.0,20989790.0,587764.0,0.0,1166099.4444444445,27078.0
3.0,25.0,1.0,22.0,1.0,2.0,0.09090909090909091,0.0,0.5,0.0,22422803.0,11743720.0,22406877.0,32535.0,0.0,1066994.142857143,11776255.0
6.0,1008.0,69.0,651.0,1.0,79.0,0.12135176651305683,0.0,0.5,27529.45205479452,30099333.0,20918509.0,30099333.0,268502.0,42177.25,46306.666153846156,234102.0
4.0,12.0,3.0,7.0,1.0,1.0,0.14285714285714285,0.0,0.5,267.0,78186.0,52050.0,52050.0,26136.0,267.0,8675.0,77375.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,52415.0,27023.0,27023.0,25392.0,0.0,27023.0,52415.0
3.0,5.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.0,29609.0,0.0,29609.0,25500.0,0.0,14804.5,25500.0
3.0,35.0,1.0,32.0,1.0,2.0,0.0625,0.0,0.5,0.0,3881167.0,491.0,3881167.0,25281.0,0.0,125198.93548387097,25772.0
3.0,7.0,2.0,4.0,1.0,1.0,0.25,0.0,0.5,0.0,51900.0,25347.0,25347.0,26553.0,0.0,8449.0,50831.0
3.0,14.0,1.0,11.0,1.0,2.0,0.18181818181818182,0.0,0.5,0.0,2833538.0,51764.0,2833538.0,28258.0,0.0,283353.8,80022.0
3.0,22.0,5.0,15.0,1.0,2.0,0.13333333333333333,0.0,0.5,0.0,39073568.0,34642792.0,36239447.0,26399.0,0.0,2588531.9285714286,34402488.0
3.0,12.0,1.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5,0.0,45260.0,1789.0,45260.0,25432.0,0.0,5657.5,27221.0
2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.0,10993127.0,0.0,10993127.0,0.0,0.0,3664375.6666666665,0.0
3.0,34.0,1.0,31.0,1.0,2.0,0.06451612903225806,0.0,0.5,0.0,87916450.0,64121.0,87916450.0,25397.0,0.0,2930548.3333333335,89341.0
5.0,93.0,11.0,45.0,1.0,11.0,0.24444444444444444,0.0,0.5,8082.125,31097061.0,8793289.0,31037609.0,46531.0,3993.0,705400.2045454546,25256.0
2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,109154.0,0.0,109154.0,0.0,0.0,27288.5,0.0
3.0,18.0,2.0,13.0,1.0,3.0,0.23076923076923078,0.0,0.5,0.0,28744730.0,20802810.0,28744730.0,25204.0,0.0,2395394.1666666665,25722.0
4.0,65.0,10.0,46.0,1.0,2.0,0.043478260869565216,0.0,0.5,1155424.0,68986877.0,68957957.0,68957957.0,1246843.0,1155424.0,1532399.0444444444,48726561.0
2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,18119930.0,0.0,18119930.0,0.0,0.0,9059965.0,0.0
4.0,77.0,1.0,68.0,1.0,6.0,0.08823529411764706,0.0,0.5,833340.5,1716347.0,1417.0,1290709.0,1691909.0,1666667.0,19264.31343283582,26857.0
3.0,311.0,2.0,296.0,1.0,10.0,0.033783783783783786,0.0,0.5,0.0,283676136.0,125776776.0,283676136.0,25452.0,0.0,961614.020338983,125803841.0
3.0,33.0,1.0,30.0,1.0,2.0,0.06666666666666667,0.0,0.5,0.0,2964508.0,6070.0,2964508.0,25275.0,0.0,102224.41379310345,31345.0
3.0,18.0,1.0,16.0,1.0,1.0,0.0625,0.0,0.5,0.0,336143.0,31144.0,336143.0,26604.0,0.0,22409.533333333333,57748.0
3.0,16.0,5.0,10.0,1.0,1.0,0.1,0.0,0.5,0.0,88205.0,6825.0,63812.0,81380.0,0.0,7090.222222222223,32091.0
3.0,5.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.0,39857.0,4447.0,39857.0,25278.0,0.0,19928.5,29725.0
3.0,17.0,1.0,15.0,1.0,1.0,0.06666666666666667,0.0,0.5,0.0,57043.0,25501.0,57043.0,26742.0,0.0,4074.5,52243.0
3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5,0.0,679713.0,26738.0,679713.0,25605.0,0.0,97101.85714285714,52343.0
4.0,38.0,11.0,19.0,1.0,4.0,0.21052631578947367,0.0,0.5,30218.5,28034879.0,10866932.0,27892641.0,142238.0,30218.5,1549591.1666666667,10892656.0
10.0,1837.0,107.0,899.0,1.0,118.0,0.13125695216907676,0.0,0.5,15691.2734375,781324.0,130209.0,210449.0,133278.0,17986.222222222223,234.35300668151447,27176.0
5.0,287.0,44.0,183.0,1.0,25.0,0.1366120218579235,0.0,0.5,31089.47619047619,307045346.0,275935674.0,307045346.0,309930.0,36241.61111111111,1687062.3406593406,133429264.0
3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5,0.0,22885122.0,48362.0,22885122.0,33965.0,0.0,2860640.25,82327.0
3.0,73.0,10.0,61.0,1.0,2.0,0.03278688524590164,0.0,0.5,0.0,23756560.0,613.0,23756560.0,39449.0,0.0,395942.6666666667,25844.0
9.0,2061.0,73.0,945.0,1.0,131.0,0.13862433862433862,0.0,0.5,53695.31578947369,307858095.0,248668777.0,307749183.0,4066333.0,221409.63636363635,326005.4904661017,54718788.0
9.0,1909.0,92.0,1020.0,1.0,196.0,0.19215686274509805,0.0,0.5,62697.1757925072,32926291.0,31530523.0,32492357.0,2376712.0,35177.40909090909,31886.51324828263,44443.0
4.0,1229.0,59.0,1017.0,1.0,69.0,0.06784660766961652,0.0,0.5,52273.6,163787042.0,92330210.0,163787042.0,30361.0,2329.0,161207.718503937,42809.0
3.0,22.0,1.0,20.0,1.0,1.0,0.05,0.0,0.5,0.0,157330.0,132089.0,132089.0,25241.0,0.0,6952.0526315789475,157330.0
3.0,35.0,1.0,31.0,1.0,3.0,0.0967741935483871,0.0,0.5,0.0,47228290.0,2578.0,47223479.0,31360.0,0.0,1574115.9666666666,33938.0
4.0,79.0,23.0,20.0,1.0,5.0,0.25,0.0,0.5,84297.0,252393581.0,230231839.0,251508160.0,314946.0,84297.0,13237271.578947369,230183750.0
7.0,65.0,18.0,20.0,1.0,8.0,0.4,0.0,0.5,1174386.2307692308,15175666.0,151467.0,12684716.0,647425.0,15456.75,667616.6315789474,35487.0
3.0,27.0,1.0,24.0,1.0,2.0,0.08333333333333333,0.0,0.5,0.0,1219708.0,264961.0,1219708.0,25312.0,0.0,53030.782608695656,290273.0
3.0,16.0,1.0,14.0,1.0,1.0,0.07142857142857142,0.0,0.5,0.0,3521683.0,4437.0,3521683.0,25531.0,0.0,270898.6923076923,29968.0
2.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,63977.0,0.0,63977.0,0.0,0.0,10662.833333333334,0.0
4.0,23.0,4.0,17.0,1.0,1.0,0.058823529411764705,0.0,0.5,84252.0,43594078.0,319.0,43594078.0,214275.0,84252.0,2724629.875,25568.0
3.0,46.0,8.0,29.0,1.0,3.0,0.10344827586206896,0.0,0.5,0.0,7345486.0,107041.0,7314094.0,48102.0,0.0,261217.64285714287,33444.0
2.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,0.0,31372738.0,0.0,31372738.0,0.0,0.0,1081818.551724138,0.0
5.0,25.0,8.0,5.0,1.0,3.0,0.6,0.0,0.5,17236.2,9251760.0,0.0,6271360.0,110924.0,990.5,1567840.0,25225.0
3.0,20.0,1.0,15.0,1.0,4.0,0.26666666666666666,0.0,0.5,0.0,492140.0,0.0,492140.0,25786.0,0.0,35152.857142857145,26133.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,25338.0,0.0,311.0,25338.0,0.0,311.0,25338.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,450255.0,424105.0,424105.0,26150.0,0.0,424105.0,450255.0
3.0,42.0,4.0,37.0,1.0,1.0,0.02702702702702703,0.0,0.5,0.0,200705.0,107438.0,107438.0,93267.0,0.0,2984.3888888888887,137871.0
3.0,8.0,1.0,6.0,1.0,1.0,0.16666666666666666,0.0,0.5,0.0,294362.0,0.0,294362.0,30866.0,0.0,58872.4,30866.0
3.0,61.0,1.0,56.0,1.0,4.0,0.07142857142857142,0.0,0.5,0.0,41205685.0,39.0,41205685.0,25340.0,0.0,749194.2727272727,25379.0
7.0,128.0,73.0,37.0,1.0,1.0,0.02702702702702703,0.0,0.5,26648.470588235294,1018225.0,1776.0,71859.0,1016449.0,26648.470588235294,1996.0833333333333,75800.0
7.0,1333.0,19.0,972.0,1.0,111.0,0.11419753086419752,0.0,0.5,50041.70175438596,1262031.0,12116.0,946501.0,67927.0,11937.166666666666,974.7693099897014,37337.0
3.0,6.0,1.0,3.0,1.0,2.0,0.6666666666666666,0.0,0.5,0.0,53514.0,0.0,28289.0,25344.0,0.0,14144.5,25344.0
2.0,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.5,0.0,32852969.0,0.0,32852969.0,0.0,0.0,2346640.6428571427,0.0
3.0,27.0,2.0,23.0,1.0,2.0,0.08695652173913043,0.0,0.5,0.0,115446.0,89149.0,89480.0,25451.0,0.0,4067.2727272727275,114856.0
3.0,6.0,1.0,4.0,1.0,1.0,0.25,0.0,0.5,0.0,75712.0,0.0,75712.0,25238.0,0.0,25237.333333333332,25238.0
3.0,71.0,1.0,69.0,1.0,1.0,0.014492753623188406,0.0,0.5,0.0,18899041.0,153107.0,18899041.0,107169.0,0.0,277927.07352941175,260276.0
3.0,324.0,1.0,315.0,1.0,8.0,0.025396825396825397,0.0,0.5,0.0,74555059.0,351715.0,74555059.0,29152.0,0.0,237436.49363057324,380867.0
3.0,14.0,2.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5,0.0,158344.0,0.0,158344.0,28922.0,0.0,15834.4,25314.0
3.0,14.0,2.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5,0.0,60131.0,0.0,58841.0,46395.0,0.0,7355.125,27434.0
5.0,294.0,16.0,231.0,1.0,27.0,0.11688311688311688,0.0,0.5,12324649.0,295002251.0,229567167.0,295002251.0,104367343.0,21567706.25,1282618.4826086957,34223890.0
3.0,198.0,28.0,141.0,1.0,6.0,0.0425531914893617,0.0,0.5,0.0,58573300.0,41218.0,56507240.0,169799.0,0.0,403623.14285714284,66628.0
3.0,12.0,1.0,7.0,1.0,4.0,0.5714285714285714,0.0,0.5,0.0,82479554.0,82402665.0,82452304.0,34291.0,0.0,13742050.666666666,82433650.0
3.0,18.0,1.0,16.0,1.0,1.0,0.0625,0.0,0.5,0.0,100372.0,48510.0,100372.0,40437.0,0.0,6691.466666666666,88947.0
3.0,7.0,1.0,5.0,1.0,1.0,0.2,0.0,0.5,0.0,529564.0,24594.0,68995.0,504970.0,0.0,17248.75,529564.0
4.0,38.0,13.0,21.0,1.0,2.0,0.09523809523809523,0.0,0.5,4738.5,12931483.0,111587.0,12931483.0,530620.0,4738.5,646574.15,136812.0
5.0,254.0,7.0,212.0,1.0,22.0,0.10377358490566038,0.0,0.5,5036.5,20496576.0,11862.0,20470265.0,46969.0,5036.5,97015.4739336493,34887.0
3.0,20.0,2.0,16.0,1.0,2.0,0.125,0.0,0.5,0.0,336020.0,37008.0,336020.0,36498.0,0.0,22401.333333333332,48573.0
4.0,733.0,71.0,413.0,1.0,18.0,0.043583535108958835,0.0,0.5,0.25,47417357.0,15880545.0,47417357.0,41781.0,1.0,115090.67233009709,31121.0
8.0,92.0,70.0,8.0,1.0,2.0,0.25,0.0,0.5,36888.75,15444685.0,12948374.0,12948374.0,2496311.0,36888.75,1849767.7142857143,13053340.0
3.0,30.0,1.0,28.0,1.0,1.0,0.03571428571428571,0.0,0.5,0.0,136087.0,2569.0,136087.0,38470.0,0.0,5040.259259259259,41039.0
11.0,2096.0,139.0,757.0,1.0,187.0,0.24702774108322326,0.0,0.5,36065.3371040724,54526225.0,5869016.0,52830382.0,1614875.0,50009.055555555555,69881.45767195767,5674002.0
3.0,9.0,2.0,5.0,1.0,2.0,0.4,0.0,0.5,0.0,404710.0,50676.0,404710.0,40329.0,0.0,101177.5,61386.0
3.0,13.0,1.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5,0.0,60976629.0,0.0,60976629.0,27542.0,0.0,6097662.9,27542.0
3.0,60.0,24.0,35.0,1.0,1.0,0.02857142857142857,0.0,0.5,0.0,1295755.0,13317.0,510377.0,1282438.0,0.0,15011.088235294117,38660.0
3.0,12.0,2.0,8.0,1.0,2.0,0.25,0.0,0.5,0.0,31615635.0,31581477.0,31588019.0,25283.0,0.0,4512574.142857143,52297.0
3.0,115.0,5.0,107.0,1.0,3.0,0.028037383177570093,0.0,0.5,0.0,40477153.0,10917.0,40477153.0,39827.0,0.0,381859.93396226416,36360.0
4.0,150.0,2.0,143.0,1.0,4.0,0.027972027972027972,0.0,0.5,421.0,227817598.0,307862.0,227817598.0,25649.0,421.0,1604349.281690141,333099.0
2.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.5,0.0,1149638.0,0.0,1149638.0,0.0,0.0,104512.54545454546,0.0
3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5,0.0,252851330.0,235018100.0,252851330.0,30398.0,0.0,31606416.25,235048498.0
3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,25334.0,0.0,0.0,25334.0,0.0,0.0,25334.0
3.0,95.0,1.0,92.0,1.0,2.0,0.021739130434782608,0.0,0.5,0.0,268833577.0,91288791.0,268833577.0,84748.0,0.0,2954215.131868132,91373539.0
5.0,100.0,8.0,77.0,1.0,6.0,0.07792207792207792,0.0,0.5,306.8888888888889,549363.0,6578.0,549363.0,25934.0,285.6666666666667,7228.460526315789,25634.0
3.0,29.0,3.0,20.0,1.0,6.0,0.3,0.0,0.5,0.0,8352009.0,197456.0,8352009.0,58695.0,0.0,439579.4210526316,35781.0
3.0,8.0,1.0,6.0,1.0,1.0,0.16666666666666666,0.0,0.5,0.0,168330.0,96196.0,96196.0,72134.0,0.0,19239.2,168330.0
4.0,12.0,2.0,7.0,1.0,2.0,0.2857142857142857,0.0,0.5,259.0,1303931.0,171425.0,449340.0,33144.0,259.0,74890.0,203887.0
3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.0,28278.0,469.0,469.0,27809.0,0.0,469.0,28278.0
3.0,167.0,1.0,160.0,1.0,6.0,0.0375,0.0,0.5,0.0,41606289.0,33621.0,41606289.0,28021.0,0.0,261674.77358490566,61642.0
2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,55714.0,0.0,55714.0,0.0,0.0,13928.5,0.0
2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,66441.0,0.0,66441.0,0.0,0.0,13288.2,0.0
