0,1,2,3,4,5,6,7,8,9,10,11,12,13
5.0,18.0,2.0,1.0,0.07692307692307693,2.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.5
6.0,35.0,1.0,1.0,0.03333333333333333,2.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5
3.0,37.0,2.0,2.0,0.06060606060606061,3.0,40.0,4.0,33.0,1.0,2.0,0.06060606060606061,0.0,0.5
3.0,168.0,15.0,4.0,0.029411764705882353,5.0,208.0,25.0,136.0,1.0,7.0,0.051470588235294115,0.0,0.5
3.0,9.0,1.0,1.0,0.14285714285714285,3.0,9.0,1.0,7.0,1.0,1.0,0.14285714285714285,0.0,0.5
2.0,12.0,0.0,0.0,0.0,3.0,13.0,1.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5
7.0,3313.0,122.0,227.0,0.11276701440635867,9.0,4884.0,79.0,2013.0,1.0,241.0,0.11972180824639841,0.0,0.5
2.0,7.0,0.0,0.0,0.0,3.0,9.0,1.0,6.0,1.0,2.0,0.3333333333333333,0.0,0.5
3.0,12.0,1.0,1.0,0.1,3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
2.0,10.0,0.0,0.0,0.0,3.0,14.0,2.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5
2.0,13.0,0.0,0.0,0.0,3.0,14.0,1.0,12.0,1.0,1.0,0.08333333333333333,0.0,0.5
3.0,133.0,2.0,2.0,0.015503875968992248,6.0,153.0,8.0,129.0,1.0,5.0,0.03875968992248062,0.0,0.5
3.0,136.0,1.0,1.0,0.007462686567164179,5.0,147.0,2.0,134.0,1.0,8.0,0.05970149253731343,0.0,0.5
3.0,21.0,1.0,1.0,0.05263157894736842,3.0,22.0,1.0,19.0,1.0,2.0,0.10526315789473684,0.0,0.5
2.0,82.0,0.0,0.0,0.0,3.0,83.0,1.0,81.0,1.0,1.0,0.012345679012345678,0.0,0.5
3.0,30.0,2.0,2.0,0.07692307692307693,3.0,30.0,2.0,26.0,1.0,2.0,0.07692307692307693,0.0,0.5
5.0,23.0,3.0,2.0,0.14285714285714285,4.0,27.0,5.0,14.0,1.0,5.0,0.35714285714285715,0.0,0.5
3.0,62.0,1.0,1.0,0.016666666666666666,3.0,69.0,2.0,60.0,1.0,7.0,0.11666666666666667,0.0,0.5
3.0,38.0,1.0,1.0,0.027777777777777776,3.0,38.0,1.0,36.0,1.0,1.0,0.027777777777777776,0.0,0.5
6.0,1102.0,15.0,30.0,0.03,5.0,1403.0,83.0,1000.0,1.0,40.0,0.04,0.0,0.5
2.0,11.0,0.0,0.0,0.0,3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5
5.0,148.0,3.0,10.0,0.078125,6.0,364.0,64.0,128.0,1.0,22.0,0.171875,0.0,0.5
3.0,18.0,1.0,2.0,0.13333333333333333,3.0,27.0,10.0,15.0,1.0,2.0,0.13333333333333333,0.0,0.5
3.0,47.0,1.0,1.0,0.022222222222222223,2.0,46.0,0.0,45.0,0.0,0.0,0.0,0.0,0.5
3.0,5.0,1.0,1.0,0.3333333333333333,3.0,6.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
2.0,20.0,0.0,0.0,0.0,3.0,23.0,1.0,19.0,1.0,3.0,0.15789473684210525,0.0,0.5
4.0,31.0,9.0,1.0,0.05555555555555555,3.0,29.0,7.0,18.0,1.0,3.0,0.16666666666666666,0.0,0.5
2.0,10.0,0.0,0.0,0.0,3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5
2.0,39.0,0.0,0.0,0.0,3.0,42.0,1.0,38.0,1.0,3.0,0.07894736842105263,0.0,0.5
3.0,35.0,1.0,3.0,0.0967741935483871,3.0,46.0,6.0,31.0,1.0,4.0,0.12903225806451613,0.0,0.5
3.0,76.0,1.0,2.0,0.0273972602739726,3.0,77.0,2.0,73.0,1.0,2.0,0.0273972602739726,0.0,0.5
7.0,656.0,18.0,44.0,0.08560311284046693,7.0,1040.0,57.0,514.0,1.0,72.0,0.14007782101167315,0.0,0.5
2.0,13.0,0.0,0.0,0.0,3.0,15.0,1.0,12.0,1.0,2.0,0.16666666666666666,0.0,0.5
3.0,93.0,2.0,2.0,0.02247191011235955,4.0,106.0,4.0,89.0,1.0,9.0,0.10112359550561797,0.0,0.5
2.0,9.0,0.0,0.0,0.0,3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5
6.0,185.0,15.0,14.0,0.0945945945945946,3.0,173.0,9.0,148.0,1.0,11.0,0.07432432432432433,0.0,0.5
4.0,25.0,4.0,1.0,0.05263157894736842,3.0,25.0,2.0,19.0,1.0,3.0,0.15789473684210525,0.0,0.5
3.0,17.0,1.0,1.0,0.06666666666666667,5.0,40.0,12.0,15.0,1.0,3.0,0.2,0.0,0.5
3.0,48.0,1.0,3.0,0.06818181818181818,4.0,51.0,4.0,44.0,1.0,2.0,0.045454545454545456,0.0,0.5
3.0,7.0,1.0,1.0,0.2,3.0,12.0,3.0,5.0,1.0,4.0,0.8,0.0,0.5
3.0,38.0,1.0,1.0,0.027777777777777776,4.0,58.0,15.0,36.0,1.0,2.0,0.05555555555555555,0.0,0.5
2.0,14.0,0.0,0.0,0.0,3.0,15.0,1.0,13.0,1.0,1.0,0.07692307692307693,0.0,0.5
3.0,8.0,1.0,1.0,0.16666666666666666,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5
3.0,246.0,1.0,5.0,0.020833333333333332,3.0,258.0,7.0,240.0,1.0,8.0,0.03333333333333333,0.0,0.5
2.0,13.0,0.0,0.0,0.0,3.0,16.0,1.0,12.0,1.0,3.0,0.25,0.0,0.5
6.0,160.0,5.0,14.0,0.11382113821138211,5.0,201.0,23.0,123.0,1.0,15.0,0.12195121951219512,0.0,0.5
2.0,9.0,0.0,0.0,0.0,3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5
7.0,1818.0,24.0,276.0,0.27218934911242604,10.0,1609.0,88.0,1014.0,1.0,114.0,0.11242603550295859,0.0,0.5
3.0,26.0,3.0,1.0,0.045454545454545456,4.0,35.0,10.0,22.0,1.0,2.0,0.09090909090909091,0.0,0.5
3.0,26.0,5.0,2.0,0.10526315789473684,3.0,31.0,11.0,19.0,1.0,1.0,0.05263157894736842,0.0,0.5
3.0,25.0,1.0,2.0,0.09090909090909091,3.0,25.0,1.0,22.0,1.0,2.0,0.09090909090909091,0.0,0.5
6.0,881.0,25.0,69.0,0.10599078341013825,6.0,1008.0,69.0,651.0,1.0,79.0,0.12135176651305683,0.0,0.5
2.0,8.0,0.0,0.0,0.0,4.0,12.0,3.0,7.0,1.0,1.0,0.14285714285714285,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
2.0,4.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5
2.0,33.0,0.0,0.0,0.0,3.0,35.0,1.0,32.0,1.0,2.0,0.0625,0.0,0.5
2.0,5.0,0.0,0.0,0.0,3.0,7.0,2.0,4.0,1.0,1.0,0.25,0.0,0.5
2.0,12.0,0.0,0.0,0.0,3.0,14.0,1.0,11.0,1.0,2.0,0.18181818181818182,0.0,0.5
2.0,16.0,0.0,0.0,0.0,3.0,22.0,5.0,15.0,1.0,2.0,0.13333333333333333,0.0,0.5
2.0,10.0,0.0,0.0,0.0,3.0,12.0,1.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5
3.0,6.0,1.0,1.0,0.25,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5
2.0,32.0,0.0,0.0,0.0,3.0,34.0,1.0,31.0,1.0,2.0,0.06451612903225806,0.0,0.5
6.0,80.0,6.0,8.0,0.17777777777777778,5.0,93.0,11.0,45.0,1.0,11.0,0.24444444444444444,0.0,0.5
3.0,7.0,1.0,1.0,0.2,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5
2.0,14.0,0.0,0.0,0.0,3.0,18.0,2.0,13.0,1.0,3.0,0.23076923076923078,0.0,0.5
4.0,56.0,5.0,2.0,0.043478260869565216,4.0,65.0,10.0,46.0,1.0,2.0,0.043478260869565216,0.0,0.5
3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
3.0,8.0,4.0,1.0,0.3333333333333333,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5
2.0,69.0,0.0,0.0,0.0,4.0,77.0,1.0,68.0,1.0,6.0,0.08823529411764706,0.0,0.5
3.0,307.0,9.0,2.0,0.006756756756756757,3.0,311.0,2.0,296.0,1.0,10.0,0.033783783783783786,0.0,0.5
2.0,31.0,0.0,0.0,0.0,3.0,33.0,1.0,30.0,1.0,2.0,0.06666666666666667,0.0,0.5
3.0,20.0,2.0,2.0,0.125,3.0,18.0,1.0,16.0,1.0,1.0,0.0625,0.0,0.5
2.0,11.0,0.0,0.0,0.0,3.0,16.0,5.0,10.0,1.0,1.0,0.1,0.0,0.5
2.0,4.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.5
2.0,16.0,0.0,0.0,0.0,3.0,17.0,1.0,15.0,1.0,1.0,0.06666666666666667,0.0,0.5
2.0,9.0,0.0,0.0,0.0,3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5
5.0,28.0,3.0,3.0,0.15789473684210525,4.0,38.0,11.0,19.0,1.0,4.0,0.21052631578947367,0.0,0.5
6.0,1314.0,111.0,31.0,0.034482758620689655,10.0,1837.0,107.0,899.0,1.0,118.0,0.13125695216907676,0.0,0.5
6.0,354.0,75.0,27.0,0.14754098360655737,5.0,287.0,44.0,183.0,1.0,25.0,0.1366120218579235,0.0,0.5
2.0,10.0,0.0,0.0,0.0,3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5
3.0,71.0,9.0,1.0,0.01639344262295082,3.0,73.0,10.0,61.0,1.0,2.0,0.03278688524590164,0.0,0.5
6.0,1160.0,16.0,69.0,0.07301587301587302,9.0,2061.0,73.0,945.0,1.0,131.0,0.13862433862433862,0.0,0.5
6.0,1553.0,107.0,37.0,0.03627450980392157,9.0,1909.0,92.0,1020.0,1.0,196.0,0.19215686274509805,0.0,0.5
6.0,1117.0,17.0,36.0,0.035398230088495575,4.0,1229.0,59.0,1017.0,1.0,69.0,0.06784660766961652,0.0,0.5
3.0,22.0,1.0,1.0,0.05,3.0,22.0,1.0,20.0,1.0,1.0,0.05,0.0,0.5
4.0,34.0,1.0,1.0,0.03225806451612903,3.0,35.0,1.0,31.0,1.0,3.0,0.0967741935483871,0.0,0.5
6.0,38.0,3.0,8.0,0.4,4.0,79.0,23.0,20.0,1.0,5.0,0.25,0.0,0.5
3.0,31.0,4.0,4.0,0.2,7.0,65.0,18.0,20.0,1.0,8.0,0.4,0.0,0.5
2.0,25.0,0.0,0.0,0.0,3.0,27.0,1.0,24.0,1.0,2.0,0.08333333333333333,0.0,0.5
2.0,15.0,0.0,0.0,0.0,3.0,16.0,1.0,14.0,1.0,1.0,0.07142857142857142,0.0,0.5
3.0,9.0,1.0,1.0,0.14285714285714285,2.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5
2.0,18.0,0.0,0.0,0.0,4.0,23.0,4.0,17.0,1.0,1.0,0.058823529411764705,0.0,0.5
5.0,129.0,44.0,4.0,0.13793103448275862,3.0,46.0,8.0,29.0,1.0,3.0,0.10344827586206896,0.0,0.5
3.0,32.0,1.0,1.0,0.03333333333333333,2.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5
5.0,15.0,3.0,2.0,0.4,5.0,25.0,8.0,5.0,1.0,3.0,0.6,0.0,0.5
2.0,16.0,0.0,0.0,0.0,3.0,20.0,1.0,15.0,1.0,4.0,0.26666666666666666,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
2.0,38.0,0.0,0.0,0.0,3.0,42.0,4.0,37.0,1.0,1.0,0.02702702702702703,0.0,0.5
2.0,7.0,0.0,0.0,0.0,3.0,8.0,1.0,6.0,1.0,1.0,0.16666666666666666,0.0,0.5
3.0,58.0,1.0,1.0,0.017857142857142856,3.0,61.0,1.0,56.0,1.0,4.0,0.07142857142857142,0.0,0.5
3.0,54.0,15.0,2.0,0.05405405405405406,7.0,128.0,73.0,37.0,1.0,1.0,0.02702702702702703,0.0,0.5
6.0,1105.0,13.0,58.0,0.059670781893004114,7.0,1333.0,19.0,972.0,1.0,111.0,0.11419753086419752,0.0,0.5
2.0,4.0,0.0,0.0,0.0,3.0,6.0,1.0,3.0,1.0,2.0,0.6666666666666666,0.0,0.5
6.0,21.0,2.0,1.0,0.06666666666666667,2.0,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.5
2.0,24.0,0.0,0.0,0.0,3.0,27.0,2.0,23.0,1.0,2.0,0.08695652173913043,0.0,0.5
2.0,5.0,0.0,0.0,0.0,3.0,6.0,1.0,4.0,1.0,1.0,0.25,0.0,0.5
3.0,71.0,1.0,1.0,0.014492753623188406,3.0,71.0,1.0,69.0,1.0,1.0,0.014492753623188406,0.0,0.5
2.0,316.0,0.0,0.0,0.0,3.0,324.0,1.0,315.0,1.0,8.0,0.025396825396825397,0.0,0.5
3.0,22.0,9.0,2.0,0.18181818181818182,3.0,14.0,2.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5
3.0,11.0,1.0,1.0,0.1111111111111111,3.0,14.0,2.0,9.0,1.0,2.0,0.2222222222222222,0.0,0.5
6.0,278.0,3.0,18.0,0.07792207792207792,5.0,294.0,16.0,231.0,1.0,27.0,0.11688311688311688,0.0,0.5
3.0,161.0,11.0,2.0,0.014184397163120567,3.0,198.0,28.0,141.0,1.0,6.0,0.0425531914893617,0.0,0.5
2.0,8.0,0.0,0.0,0.0,3.0,12.0,1.0,7.0,1.0,4.0,0.5714285714285714,0.0,0.5
2.0,17.0,0.0,0.0,0.0,3.0,18.0,1.0,16.0,1.0,1.0,0.0625,0.0,0.5
2.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,1.0,1.0,0.2,0.0,0.5
3.0,28.0,3.0,3.0,0.14285714285714285,4.0,38.0,13.0,21.0,1.0,2.0,0.09523809523809523,0.0,0.5
4.0,226.0,4.0,5.0,0.02358490566037736,5.0,254.0,7.0,212.0,1.0,22.0,0.10377358490566038,0.0,0.5
2.0,17.0,0.0,0.0,0.0,3.0,20.0,2.0,16.0,1.0,2.0,0.125,0.0,0.5
6.0,428.0,3.0,8.0,0.01937046004842615,4.0,733.0,71.0,413.0,1.0,18.0,0.043583535108958835,0.0,0.5
3.0,61.0,46.0,2.0,0.25,8.0,92.0,70.0,8.0,1.0,2.0,0.25,0.0,0.5
2.0,29.0,0.0,0.0,0.0,3.0,30.0,1.0,28.0,1.0,1.0,0.03571428571428571,0.0,0.5
42.0,1138.0,68.0,108.0,0.142668428005284,11.0,2096.0,139.0,757.0,1.0,187.0,0.24702774108322326,0.0,0.5
2.0,6.0,0.0,0.0,0.0,3.0,9.0,2.0,5.0,1.0,2.0,0.4,0.0,0.5
3.0,13.0,1.0,1.0,0.09090909090909091,3.0,13.0,1.0,11.0,1.0,1.0,0.09090909090909091,0.0,0.5
4.0,41.0,4.0,1.0,0.02857142857142857,3.0,60.0,24.0,35.0,1.0,1.0,0.02857142857142857,0.0,0.5
2.0,9.0,0.0,0.0,0.0,3.0,12.0,2.0,8.0,1.0,2.0,0.25,0.0,0.5
2.0,108.0,0.0,0.0,0.0,3.0,115.0,5.0,107.0,1.0,3.0,0.028037383177570093,0.0,0.5
3.0,145.0,1.0,1.0,0.006993006993006993,4.0,150.0,2.0,143.0,1.0,4.0,0.027972027972027972,0.0,0.5
3.0,14.0,1.0,1.0,0.08333333333333333,2.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.5
2.0,10.0,0.0,0.0,0.0,3.0,11.0,1.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.5
3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
3.0,94.0,1.0,1.0,0.010869565217391304,3.0,95.0,1.0,92.0,1.0,2.0,0.021739130434782608,0.0,0.5
3.0,86.0,7.0,2.0,0.025974025974025976,5.0,100.0,8.0,77.0,1.0,6.0,0.07792207792207792,0.0,0.5
3.0,25.0,2.0,2.0,0.1,3.0,29.0,3.0,20.0,1.0,6.0,0.3,0.0,0.5
2.0,7.0,0.0,0.0,0.0,3.0,8.0,1.0,6.0,1.0,1.0,0.16666666666666666,0.0,0.5
3.0,10.0,2.0,1.0,0.14285714285714285,4.0,12.0,2.0,7.0,1.0,2.0,0.2857142857142857,0.0,0.5
2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5
3.0,166.0,4.0,2.0,0.0125,3.0,167.0,1.0,160.0,1.0,6.0,0.0375,0.0,0.5
4.0,8.0,1.0,1.0,0.2,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5
3.0,9.0,2.0,1.0,0.16666666666666666,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5
2.0,14.0,0.0,0.0,0.0,3.0,15.0,1.0,13.0,1.0,1.0,0.07692307692307693,0.0,0.5
3.0,11.0,1.0,1.0,0.1111111111111111,2.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.5
6.0,343.0,148.0,5.0,0.033783783783783786,8.0,452.0,73.0,148.0,1.0,9.0,0.060810810810810814,0.0,0.5
6.0,76.0,1.0,7.0,0.12280701754385964,5.0,92.0,15.0,57.0,1.0,9.0,0.15789473684210525,0.0,0.5
3.0,53.0,1.0,2.0,0.04,6.0,96.0,11.0,50.0,1.0,7.0,0.14,0.0,0.5
4.0,15.0,1.0,1.0,0.08333333333333333,3.0,14.0,1.0,12.0,1.0,1.0,0.08333333333333333,0.0,0.5
2.0,9.0,0.0,0.0,0.0,3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5
3.0,18.0,4.0,4.0,0.4,3.0,13.0,1.0,10.0,1.0,2.0,0.2,0.0,0.5
3.0,97.0,3.0,2.0,0.021739130434782608,3.0,108.0,6.0,92.0,1.0,6.0,0.06521739130434782,0.0,0.5
3.0,49.0,2.0,1.0,0.021739130434782608,7.0,146.0,37.0,46.0,1.0,9.0,0.1956521739130435,0.0,0.5
2.0,29.0,0.0,0.0,0.0,3.0,31.0,1.0,28.0,1.0,2.0,0.07142857142857142,0.0,0.5
2.0,17.0,0.0,0.0,0.0,3.0,18.0,1.0,16.0,1.0,1.0,0.0625,0.0,0.5
4.0,232.0,3.0,5.0,0.02252252252252252,5.0,257.0,5.0,222.0,1.0,17.0,0.07657657657657657,0.0,0.5
3.0,10.0,1.0,1.0,0.125,3.0,10.0,1.0,8.0,1.0,1.0,0.125,0.0,0.5
7.0,1029.0,125.0,71.0,0.14822546972860126,6.0,861.0,52.0,479.0,1.0,70.0,0.14613778705636743,0.0,0.5
2.0,5.0,0.0,0.0,0.0,3.0,6.0,1.0,4.0,1.0,1.0,0.25,0.0,0.5
3.0,15.0,1.0,2.0,0.16666666666666666,3.0,15.0,1.0,12.0,1.0,2.0,0.16666666666666666,0.0,0.5
3.0,22.0,1.0,1.0,0.05,2.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5
2.0,31.0,0.0,0.0,0.0,3.0,35.0,1.0,30.0,1.0,4.0,0.13333333333333333,0.0,0.5
3.0,15.0,1.0,1.0,0.07692307692307693,4.0,16.0,1.0,13.0,1.0,1.0,0.07692307692307693,0.0,0.5
3.0,32.0,2.0,1.0,0.034482758620689655,3.0,38.0,4.0,29.0,1.0,3.0,0.10344827586206896,0.0,0.5
6.0,423.0,10.0,31.0,0.09011627906976744,4.0,419.0,13.0,344.0,1.0,33.0,0.09593023255813954,0.0,0.5
3.0,61.0,1.0,2.0,0.034482758620689655,3.0,60.0,1.0,58.0,1.0,1.0,0.017241379310344827,0.0,0.5
3.0,57.0,2.0,2.0,0.03773584905660377,4.0,142.0,72.0,53.0,1.0,3.0,0.05660377358490566,0.0,0.5
2.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,1.0,1.0,0.2,0.0,0.5
3.0,45.0,1.0,2.0,0.047619047619047616,3.0,44.0,1.0,42.0,1.0,1.0,0.023809523809523808,0.0,0.5
2.0,13.0,0.0,0.0,0.0,3.0,14.0,1.0,12.0,1.0,1.0,0.08333333333333333,0.0,0.5
6.0,53.0,2.0,5.0,0.1388888888888889,4.0,52.0,4.0,36.0,1.0,8.0,0.2222222222222222,0.0,0.5
3.0,12.0,1.0,1.0,0.1,3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5
5.0,161.0,17.0,7.0,0.05555555555555555,4.0,192.0,26.0,126.0,1.0,18.0,0.14285714285714285,0.0,0.5
2.0,67.0,0.0,0.0,0.0,3.0,68.0,1.0,66.0,1.0,1.0,0.015151515151515152,0.0,0.5
2.0,110.0,0.0,0.0,0.0,4.0,118.0,6.0,109.0,1.0,2.0,0.01834862385321101,0.0,0.5
6.0,696.0,163.0,29.0,0.07671957671957672,4.0,501.0,55.0,378.0,1.0,23.0,0.06084656084656084,0.0,0.5
3.0,22.0,3.0,2.0,0.13333333333333333,3.0,17.0,1.0,15.0,1.0,1.0,0.06666666666666667,0.0,0.5
2.0,35.0,0.0,0.0,0.0,3.0,37.0,1.0,34.0,1.0,2.0,0.058823529411764705,0.0,0.5
3.0,15.0,1.0,1.0,0.07692307692307693,3.0,25.0,10.0,13.0,1.0,2.0,0.15384615384615385,0.0,0.5
4.0,133.0,22.0,8.0,0.08695652173913043,4.0,142.0,14.0,92.0,1.0,20.0,0.21739130434782608,0.0,0.5
3.0,21.0,1.0,2.0,0.1111111111111111,3.0,23.0,2.0,18.0,1.0,3.0,0.16666666666666666,0.0,0.5
2.0,11.0,0.0,0.0,0.0,3.0,14.0,2.0,10.0,1.0,2.0,0.2,0.0,0.5
3.0,13.0,1.0,1.0,0.09090909090909091,3.0,14.0,1.0,11.0,1.0,2.0,0.18181818181818182,0.0,0.5
3.0,15.0,1.0,1.0,0.07692307692307693,2.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.5
2.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,1.0,1.0,0.2,0.0,0.5
2.0,16.0,0.0,0.0,0.0,3.0,20.0,2.0,15.0,1.0,2.0,0.13333333333333333,0.0,0.5
3.0,14.0,3.0,1.0,0.1,3.0,12.0,1.0,10.0,1.0,1.0,0.1,0.0,0.5
6.0,1239.0,58.0,78.0,0.08066184074457083,6.0,1340.0,68.0,967.0,1.0,96.0,0.09927611168562564,0.0,0.5
3.0,56.0,1.0,2.0,0.03773584905660377,4.0,60.0,1.0,53.0,1.0,5.0,0.09433962264150944,0.0,0.5
2.0,2.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5
2.0,15.0,0.0,0.0,0.0,3.0,16.0,1.0,14.0,1.0,1.0,0.07142857142857142,0.0,0.5
5.0,105.0,10.0,10.0,0.14285714285714285,5.0,133.0,24.0,70.0,1.0,10.0,0.14285714285714285,0.0,0.5
3.0,59.0,4.0,1.0,0.018518518518518517,3.0,57.0,1.0,54.0,1.0,2.0,0.037037037037037035,0.0,0.5
3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
2.0,6.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,1.0,1.0,0.2,0.0,0.5
6.0,514.0,31.0,34.0,0.10179640718562874,5.0,628.0,86.0,334.0,1.0,61.0,0.18263473053892215,0.0,0.5
3.0,20.0,1.0,1.0,0.05555555555555555,3.0,26.0,4.0,18.0,1.0,3.0,0.16666666666666666,0.0,0.5
